;defender_points;defender_values;defenders;forward_points;forward_values;forwards;goalkeeper_points;goalkeeper_values;goalkeepers;midfielder_points;midfielder_values;midfielders;total_points;total_value
52;[227.0, 179.0, 135.0, 126.0];[8360000, 3200000, 2900000, 370000];['Piqué', 'Cote', 'Wass', 'Antunes'];[428.0, 185.0, 57.0];[22790000, 2500000, 170000];['Messi', 'Charles', 'Guidetti'];[157.0];[2560000];['Asenjo'];[184.0, 117.0, 155.0, 133.0, 125.0, 82.0];[6330000, 2810000, 2790000, 1660000, 1570000, 240000];['Lo Celso', 'Banega', 'Maksimovic', 'Escalante', 'Tomás Pina', 'Medrán'];2290.0;58250000
53;[193.0, 114.0, 105.0, 81.0];[6390000, 750000, 510000, 190000];['Jesús Navas', 'Rubén Duarte', 'Kjaer', 'Moyano'];[428.0, 161.0, 185.0];[22790000, 3100000, 2500000];['Messi', 'En-Nesyri', 'Charles'];[93.0];[1290000];['Rubén Blanco'];[201.0, 153.0, 171.0, 174.0, 125.0, 50.0];[4620000, 3800000, 3780000, 3360000, 2240000, 150000];['Jordan', 'Orellana', 'Darder', 'Vidal', 'William Carvalho', 'Amadou'];2234.0;55470000
54;[130.0, 150.0, 124.0, 113.0];[2800000, 1890000, 1850000, 920000];['Bartra', 'Jonathan Silva', 'Bernardo', 'Jason'];[428.0, 179.0, 114.0];[22790000, 4670000, 1010000];['Messi', 'Ezequiel Ávila', 'Correa'];[196.0];[6480000];['Oblak'];[214.0, 154.0, 164.0, 118.0, 149.0, 47.0];[6630000, 3170000, 3080000, 660000, 380000, 150000];['Canales', 'Brais Méndez', 'Coutinho', 'Diop', 'Moi Gómez', 'Jozabed'];2280.0;56480000
55;[200.0, 178.0, 170.0, 117.0];[6880000, 5620000, 3330000, 1550000];['Jordi Alba', 'Hermoso', 'Laguardia', 'Aritz Elustondo'];[244.0, 239.0, 244.0];[11150000, 9660000, 6560000];['Griezmann', 'Borja Iglesias', 'Jorge Molina'];[94.0];[1290000];['Herrerín'];[214.0, 140.0, 175.0, 119.0, 104.0, 60.0];[6630000, 3250000, 2590000, 610000, 300000, 290000];['Canales', 'Cucurella', 'Joaquín', 'Manu García', 'Wakaso', 'Recio'];2298.0;59710000
56;[153.0, 133.0, 126.0, 84.0];[2690000, 1480000, 370000, 270000];['Cabrera', 'Maripán', 'Antunes', 'Toño García'];[263.0, 188.0, 161.0];[10710000, 7850000, 3100000];['Benzema', 'Rodrigo', 'En-Nesyri'];[150.0];[2810000];['Masip'];[255.0, 163.0, 195.0, 117.0, 175.0, 54.0];[11420000, 5930000, 5530000, 2810000, 2590000, 390000];['Parejo', 'Modric', 'Rakitic', 'Banega', 'Joaquín', 'Fede Valverde'];2217.0;57950000
57;[124.0, 93.0, 87.0, 87.0];[1850000, 450000, 390000, 170000];['Bernardo', 'David López', 'Ramis', 'Oliveira'];[428.0, 104.0, 114.0];[22790000, 3010000, 1010000];['Messi', 'Munir', 'Correa'];[178.0];[3580000];['David Soria'];[215.0, 214.0, 195.0, 176.0, 149.0, 72.0];[6860000, 6630000, 5530000, 3210000, 380000, 180000];['Cazorla', 'Canales', 'Rakitic', 'Alcaraz', 'Moi Gómez', 'Brasanac'];2236.0;56040000
58;[158.0, 133.0, 99.0, 68.0];[2340000, 1840000, 630000, 230000];['Mandi', 'Funes Mori', 'Sidnei', 'Raúl Navas'];[428.0, 262.0, 76.0];[22790000, 11740000, 3180000];['Messi', 'Luis Suárez', 'Wu Lei'];[150.0];[2810000];['Masip'];[195.0, 175.0, 138.0, 131.0, 80.0, 109.0];[5530000, 2590000, 2130000, 1850000, 1270000, 750000];['Rakitic', 'Joaquín', 'Arambarri', 'Ibai Gómez', 'Trigueros', 'Cheryshev'];2202.0;59680000
59;[158.0, 166.0, 120.0, 95.0];[2980000, 2240000, 1820000, 850000];['Siovas', 'Nacho Martínez', 'Yeray', 'De Marcos'];[428.0, 263.0, 157.0];[22790000, 10710000, 3440000];['Messi', 'Benzema', 'Gerard Moreno'];[196.0];[6480000];['Oblak'];[150.0, 151.0, 75.0, 109.0, 69.0, 82.0];[3230000, 1790000, 1130000, 1130000, 550000, 170000];['Melendo', 'Michel Herrero', 'Melero', 'Toni Villa', 'Vitolo', 'San José'];2219.0;59310000
60;[114.0, 166.0, 150.0, 136.0];[2980000, 2240000, 1890000, 1670000];['Garay', 'Nacho Martínez', 'Jonathan Silva', 'Kiko Olivas'];[428.0, 82.0, 126.0];[22790000, 1560000, 1260000];['Messi', 'Sergi Guardiola', 'Loren'];[114.0];[4110000];['Courtois'];[184.0, 171.0, 173.0, 140.0, 150.0, 108.0];[6330000, 3780000, 3570000, 3250000, 3230000, 1300000];['Lo Celso', 'Darder', 'Marc Roca', 'Cucurella', 'Melendo', 'Lobotka'];2242.0;59960000
61;[227.0, 134.0, 133.0, 114.0];[8360000, 2870000, 1840000, 750000];['Piqué', 'Gabriel Paulista', 'Funes Mori', 'Rubén Duarte'];[262.0, 179.0, 157.0];[11740000, 3990000, 3440000];['Luis Suárez', 'Dembélé', 'Gerard Moreno'];[93.0];[1290000];['Rubén Blanco'];[214.0, 195.0, 178.0, 138.0, 104.0, 87.0];[6630000, 5530000, 4790000, 3590000, 990000, 330000];['Canales', 'Rakitic', 'Raúl García', 'Kroos', 'Lucas Vázquez', 'Zurutuza'];2215.0;56140000
62;[134.0, 152.0, 113.0, 93.0];[2870000, 2550000, 920000, 450000];['Gabriel Paulista', 'Damián Suárez', 'Jason', 'David López'];[428.0, 195.0, 166.0];[22790000, 6390000, 5200000];['Messi', 'Maxi Gómez', 'Portu'];[148.0];[2200000];['Cuéllar'];[162.0, 153.0, 156.0, 175.0, 90.0, 53.0];[4120000, 3800000, 2790000, 2590000, 450000, 150000];['Muniain', 'Orellana', 'Tello', 'Joaquín', 'Ferrán Torres', 'Gumbau'];2218.0;57270000
63;[158.0, 131.0, 133.0, 141.0];[2340000, 1940000, 1840000, 1450000];['Mandi', 'Pedraza', 'Funes Mori', 'Araujo'];[428.0, 110.0, 73.0];[22790000, 2650000, 190000];['Messi', 'Juanmi', 'Kike García'];[128.0];[3030000];['Vaclík'];[221.0, 176.0, 164.0, 118.0, 137.0, 109.0];[9560000, 3210000, 3080000, 3000000, 2670000, 1130000];['Morales', 'Alcaraz', 'Coutinho', 'Lemar', 'Franco Vázquez', 'Toni Villa'];2227.0;58880000
64;[152.0, 131.0, 141.0, 84.0];[2550000, 1940000, 1450000, 270000];['Damián Suárez', 'Pedraza', 'Araujo', 'Toño García'];[428.0, 157.0, 172.0];[22790000, 3440000, 3210000];['Messi', 'Gerard Moreno', 'Ángel Rodríguez'];[167.0];[4720000];['Ter Stegen'];[214.0, 171.0, 138.0, 75.0, 129.0, 70.0];[6630000, 3780000, 2130000, 1130000, 1110000, 170000];['Canales', 'Darder', 'Arambarri', 'Melero', 'Yokuslu', 'Cáseres'];2229.0;55320000
65;[150.0, 99.0, 81.0, 78.0];[1890000, 770000, 190000, 180000];['Jonathan Silva', 'Héctor Moreno', 'Moyano', 'Rodrigo Tarín'];[428.0, 263.0, 110.0];[22790000, 10710000, 2650000];['Messi', 'Benzema', 'Juanmi'];[173.0];[3610000];['Pacheco'];[138.0, 194.0, 154.0, 109.0, 108.0, 83.0];[5080000, 4200000, 3170000, 1130000, 950000, 210000];['Chukwueze', 'Campaña', 'Brais Méndez', 'Toni Villa', 'Dani García', 'Vesga'];2168.0;57530000
66;[227.0, 178.0, 115.0, 87.0];[8360000, 5620000, 3230000, 390000];['Piqué', 'Hermoso', 'Lenglet', 'Ramis'];[246.0, 161.0, 134.0];[8320000, 3100000, 1490000];['Ben Yedder', 'En-Nesyri', 'Enes Ünal'];[70.0];[1260000];['Aitor Fernández'];[215.0, 201.0, 171.0, 173.0, 176.0, 127.0];[6860000, 4620000, 3780000, 3570000, 3210000, 1460000];['Cazorla', 'Jordan', 'Darder', 'Marc Roca', 'Alcaraz', 'Rubén Pérez'];2281.0;55270000
67;[227.0, 179.0, 82.0, 104.0];[8360000, 3200000, 720000, 290000];['Piqué', 'Cote', 'Capa', 'Arbilla'];[263.0, 246.0, 169.0];[10710000, 8320000, 3520000];['Benzema', 'Ben Yedder', 'Ekambi'];[128.0];[3030000];['Vaclík'];[215.0, 214.0, 108.0, 156.0, 101.0, 82.0];[6860000, 6630000, 3340000, 2790000, 580000, 240000];['Cazorla', 'Canales', 'Illarramendi', 'Tello', 'Portillo', 'Medrán'];2274.0;58590000
68;[178.0, 151.0, 127.0, 104.0];[5620000, 4960000, 4020000, 290000];['Hermoso', 'Sergio Ramos', 'Carvajal', 'Arbilla'];[428.0, 161.0, 114.0];[22790000, 3100000, 1010000];['Messi', 'En-Nesyri', 'Correa'];[148.0];[2200000];['Cuéllar'];[214.0, 136.0, 148.0, 138.0, 109.0, 81.0];[6630000, 3040000, 2320000, 2130000, 750000, 290000];['Canales', 'Casemiro', 'Óscar Rodríguez', 'Arambarri', 'Cheryshev', 'Pione Sisto'];2237.0;59150000
69;[179.0, 166.0, 114.0, 81.0];[3200000, 3040000, 2980000, 190000];['Cote', 'Calero', 'Garay', 'Moyano'];[246.0, 195.0, 74.0];[8320000, 6390000, 1650000];['Ben Yedder', 'Maxi Gómez', 'Sandro'];[160.0];[2980000];['Diego López'];[144.0, 195.0, 201.0, 162.0, 175.0, 119.0];[7950000, 5530000, 4620000, 4120000, 2590000, 610000];['Guedes', 'Rakitic', 'Jordan', 'Muniain', 'Joaquín', 'Manu García'];2211.0;54170000
70;[127.0, 134.0, 62.0, 85.0];[4020000, 2870000, 660000, 480000];['Carvajal', 'Gabriel Paulista', 'Savic', 'Javi López'];[428.0, 165.0, 185.0];[22790000, 5000000, 2500000];['Messi', 'Willian José', 'Charles'];[196.0];[6480000];['Oblak'];[195.0, 176.0, 138.0, 131.0, 87.0, 82.0];[5530000, 3210000, 2130000, 1850000, 330000, 170000];['Rakitic', 'Alcaraz', 'Arambarri', 'Ibai Gómez', 'Zurutuza', 'San José'];2191.0;58020000
71;[143.0, 136.0, 141.0, 99.0];[1990000, 1670000, 1450000, 770000];['Miramón', 'Kiko Olivas', 'Araujo', 'Héctor Moreno'];[428.0, 172.0, 185.0];[22790000, 3110000, 2500000];['Messi', 'Sergi Enrich', 'Charles'];[157.0];[2560000];['Asenjo'];[178.0, 201.0, 194.0, 171.0, 131.0, 109.0];[4790000, 4620000, 4200000, 3780000, 1850000, 750000];['Raúl García', 'Jordan', 'Campaña', 'Darder', 'Ibai Gómez', 'Cheryshev'];2445.0;56830000
72;[130.0, 105.0, 126.0, 76.0];[2800000, 510000, 370000, 330000];['Bartra', 'Kjaer', 'Antunes', 'Jaume Costa'];[428.0, 136.0, 169.0];[22790000, 3840000, 3520000];['Messi', 'Santi Mina', 'Ekambi'];[94.0];[1290000];['Herrerín'];[215.0, 214.0, 162.0, 154.0, 175.0, 93.0];[6860000, 6630000, 4120000, 3420000, 2590000, 410000];['Cazorla', 'Canales', 'Muniain', 'Saúl', 'Joaquín', 'Fran Beltrán'];2277.0;59480000
73;[179.0, 130.0, 158.0, 124.0];[3200000, 2800000, 2340000, 1850000];['Cote', 'Bartra', 'Mandi', 'Bernardo'];[428.0, 185.0, 126.0];[22790000, 2500000, 1260000];['Messi', 'Charles', 'Loren'];[117.0];[1990000];['Rulli'];[255.0, 93.0, 136.0, 131.0, 96.0, 68.0];[11420000, 3050000, 3040000, 1850000, 620000, 160000];['Parejo', 'Kondogbia', 'Casemiro', 'Ibai Gómez', 'Beñat', 'Víctor Sánchez'];2226.0;58870000
74;[79.0, 152.0, 82.0, 84.0];[3250000, 2550000, 720000, 270000];['Marcelo', 'Damián Suárez', 'Capa', 'Toño García'];[428.0, 263.0, 172.0];[22790000, 10710000, 3110000];['Messi', 'Benzema', 'Sergi Enrich'];[196.0];[6480000];['Oblak'];[156.0, 175.0, 123.0, 109.0, 69.0, 82.0];[2790000, 2590000, 1940000, 750000, 550000, 170000];['Tello', 'Joaquín', 'Coquelin', 'Cheryshev', 'Vitolo', 'San José'];2170.0;58670000
75;[154.0, 135.0, 131.0, 67.0];[3130000, 2900000, 1940000, 460000];['Hugo Mallo', 'Wass', 'Pedraza', 'Nacho'];[263.0, 209.0, 172.0];[10710000, 6440000, 3210000];['Benzema', 'Jaime Mata', 'Ángel Rodríguez'];[106.0];[2220000];['Dmitrovic'];[221.0, 184.0, 194.0, 171.0, 137.0, 72.0];[9560000, 6330000, 4200000, 3780000, 2670000, 680000];['Morales', 'Lo Celso', 'Campaña', 'Darder', 'Franco Vázquez', 'Aleña'];2216.0;58230000
76;[193.0, 151.0, 154.0, 133.0];[6390000, 4960000, 3130000, 1480000];['Jesús Navas', 'Sergio Ramos', 'Hugo Mallo', 'Maripán'];[209.0, 244.0, 179.0];[7540000, 6560000, 3990000];['Williams', 'Jorge Molina', 'Dembélé'];[196.0];[6480000];['Oblak'];[221.0, 164.0, 156.0, 138.0, 104.0, 56.0];[9560000, 3080000, 2790000, 2130000, 990000, 150000];['Morales', 'Coutinho', 'Tello', 'Arambarri', 'Lucas Vázquez', 'Anuar'];2298.0;59230000
77;[153.0, 158.0, 99.0, 68.0];[2690000, 2340000, 770000, 150000];['Cabrera', 'Mandi', 'Héctor Moreno', 'Postigo'];[428.0, 262.0, 161.0];[22790000, 11740000, 3100000];['Messi', 'Luis Suárez', 'En-Nesyri'];[94.0];[1290000];['Herrerín'];[195.0, 176.0, 137.0, 138.0, 101.0, 54.0];[5530000, 3210000, 2670000, 2130000, 580000, 390000];['Rakitic', 'Alcaraz', 'Franco Vázquez', 'Arambarri', 'Portillo', 'Fede Valverde'];2224.0;59380000
78;[153.0, 158.0, 133.0, 100.0];[2690000, 2340000, 1840000, 950000];['Cabrera', 'Mandi', 'Funes Mori', 'Santiago Arias'];[244.0, 246.0, 155.0];[11150000, 8320000, 1890000];['Griezmann', 'Ben Yedder', 'Roger'];[196.0];[6480000];['Oblak'];[214.0, 195.0, 174.0, 108.0, 152.0, 104.0];[6630000, 5530000, 3360000, 3340000, 2650000, 990000];['Canales', 'Rakitic', 'Vidal', 'Illarramendi', 'Thomas', 'Lucas Vázquez'];2332.0;58160000
79;[111.0, 134.0, 150.0, 77.0];[3330000, 2870000, 1890000, 220000];['Giménez', 'Gabriel Paulista', 'Jonathan Silva', 'Bruno González'];[263.0, 239.0, 185.0];[10710000, 9660000, 2500000];['Benzema', 'Borja Iglesias', 'Charles'];[178.0];[3580000];['David Soria'];[214.0, 178.0, 154.0, 175.0, 118.0, 98.0];[6630000, 4790000, 3170000, 2590000, 2090000, 1130000];['Canales', 'Raúl García', 'Brais Méndez', 'Joaquín', 'Pere Pons', 'Ceballos'];2274.0;55160000
80;[169.0, 133.0, 89.0, 62.0];[4540000, 1480000, 730000, 660000];['Gayà', 'Maripán', 'Piccini', 'Savic'];[246.0, 209.0, 169.0];[8320000, 6440000, 3520000];['Ben Yedder', 'Jaime Mata', 'Ekambi'];[196.0];[6480000];['Oblak'];[255.0, 195.0, 162.0, 125.0, 133.0, 108.0];[11420000, 5530000, 4120000, 2240000, 1590000, 1300000];['Parejo', 'Rakitic', 'Muniain', 'William Carvalho', 'Granero', 'Lobotka'];2251.0;58370000
81;[123.0, 145.0, 174.0, 105.0];[3210000, 3070000, 2440000, 510000];['Sergi Roberto', 'Djené', 'Rubén Peña', 'Kjaer'];[263.0, 136.0, 110.0];[10710000, 3150000, 2650000];['Benzema', 'Gameiro', 'Juanmi'];[196.0];[6480000];['Oblak'];[215.0, 214.0, 173.0, 140.0, 152.0, 149.0];[6860000, 6630000, 3570000, 3250000, 2650000, 380000];['Cazorla', 'Canales', 'Marc Roca', 'Cucurella', 'Thomas', 'Moi Gómez'];2295.0;55560000
82;[166.0, 135.0, 174.0, 113.0];[3040000, 2900000, 2440000, 920000];['Calero', 'Wass', 'Rubén Peña', 'Jason'];[263.0, 239.0, 155.0];[10710000, 9660000, 1890000];['Benzema', 'Borja Iglesias', 'Roger'];[160.0];[2980000];['Diego López'];[255.0, 174.0, 107.0, 156.0, 123.0, 151.0];[11420000, 3360000, 2990000, 2790000, 1940000, 1790000];['Parejo', 'Vidal', 'Arthur', 'Tello', 'Coquelin', 'Michel Herrero'];2371.0;58830000
83;[227.0, 166.0, 111.0, 78.0];[8360000, 2240000, 690000, 180000];['Piqué', 'Nacho Martínez', 'Mario Gaspar', 'Rodrigo Tarín'];[263.0, 188.0, 126.0];[10710000, 7850000, 1840000];['Benzema', 'Rodrigo', 'Bale'];[106.0];[2220000];['Dmitrovic'];[195.0, 178.0, 173.0, 154.0, 175.0, 84.0];[5530000, 4790000, 3570000, 3420000, 2590000, 1850000];['Rakitic', 'Raúl García', 'Marc Roca', 'Saúl', 'Joaquín', 'Iborra'];2224.0;55840000
84;[158.0, 134.0, 120.0, 111.0];[2980000, 2870000, 1820000, 690000];['Siovas', 'Gabriel Paulista', 'Yeray', 'Mario Gaspar'];[210.0, 209.0, 136.0];[8310000, 6440000, 3150000];['Oyarzabal', 'Jaime Mata', 'Gameiro'];[160.0];[2980000];['Diego López'];[255.0, 184.0, 174.0, 176.0, 75.0, 101.0];[11420000, 6330000, 3360000, 3210000, 1130000, 580000];['Parejo', 'Lo Celso', 'Vidal', 'Alcaraz', 'Melero', 'Portillo'];2203.0;55270000
85;[193.0, 153.0, 150.0, 71.0];[6390000, 2690000, 1890000, 150000];['Jesús Navas', 'Cabrera', 'Jonathan Silva', 'Chema'];[428.0, 209.0, 87.0];[22790000, 7540000, 220000];['Messi', 'Williams', 'Sobrino'];[150.0];[2810000];['Masip'];[176.0, 154.0, 155.0, 119.0, 104.0, 104.0];[3210000, 3170000, 2790000, 1140000, 990000, 300000];['Alcaraz', 'Brais Méndez', 'Maksimovic', 'Zubeldia', 'Lucas Vázquez', 'Wakaso'];2253.0;56080000
86;[227.0, 114.0, 143.0, 108.0];[8360000, 2980000, 1990000, 790000];['Piqué', 'Garay', 'Miramón', 'Bustinza'];[246.0, 188.0, 209.0];[8320000, 7850000, 6440000];['Ben Yedder', 'Rodrigo', 'Jaime Mata'];[148.0];[2200000];['Cuéllar'];[201.0, 162.0, 176.0, 136.0, 109.0, 93.0];[4620000, 4120000, 3210000, 3040000, 750000, 410000];['Jordan', 'Muniain', 'Alcaraz', 'Casemiro', 'Cheryshev', 'Fran Beltrán'];2260.0;55080000
87;[169.0, 125.0, 89.0, 81.0];[4540000, 1190000, 730000, 250000];['Gayà', 'Carriço', 'Piccini', 'Diakhaby'];[428.0, 185.0, 155.0];[22790000, 2500000, 1890000];['Messi', 'Charles', 'Roger'];[157.0];[2560000];['Asenjo'];[214.0, 153.0, 150.0, 129.0, 133.0, 133.0];[6630000, 3800000, 3090000, 3020000, 1660000, 1590000];['Canales', 'Orellana', 'Bardhi', 'Mikel Merino', 'Escalante', 'Granero'];2301.0;56240000
88;[170.0, 114.0, 135.0, 99.0];[3330000, 2980000, 2900000, 770000];['Laguardia', 'Garay', 'Wass', 'Héctor Moreno'];[428.0, 244.0, 140.0];[22790000, 6560000, 1190000];['Messi', 'Jorge Molina', 'Óscar Plano'];[173.0];[3610000];['Pacheco'];[194.0, 84.0, 133.0, 113.0, 119.0, 100.0];[4200000, 1850000, 1590000, 1270000, 1140000, 690000];['Campaña', 'Iborra', 'Granero', 'Guardado', 'Zubeldia', 'Roque Mesa'];2246.0;54870000
89;[158.0, 120.0, 136.0, 100.0];[2340000, 1820000, 1670000, 950000];['Mandi', 'Yeray', 'Kiko Olivas', 'Santiago Arias'];[428.0, 209.0, 195.0];[22790000, 7540000, 6390000];['Messi', 'Williams', 'Maxi Gómez'];[167.0];[4720000];['Ter Stegen'];[195.0, 137.0, 118.0, 149.0, 65.0, 47.0];[5530000, 2670000, 660000, 380000, 160000, 150000];['Rakitic', 'Franco Vázquez', 'Diop', 'Moi Gómez', 'Hernán Pérez', 'Burgui'];2224.0;57770000
90;[133.0, 153.0, 133.0, 85.0];[3220000, 2690000, 1840000, 480000];['Iñigo Martínez', 'Cabrera', 'Funes Mori', 'Javi López'];[244.0, 195.0, 179.0];[11150000, 6390000, 3990000];['Griezmann', 'Maxi Gómez', 'Dembélé'];[150.0];[2810000];['Masip'];[255.0, 166.0, 149.0, 136.0, 137.0, 133.0];[11420000, 4720000, 3440000, 3040000, 2670000, 1590000];['Parejo', 'Koke', 'Busquets', 'Casemiro', 'Franco Vázquez', 'Granero'];2248.0;59450000
91;[179.0, 148.0, 103.0, 66.0];[3200000, 2240000, 1830000, 150000];['Cote', 'Yuri', 'Nelson Semedo', 'Francis'];[166.0, 172.0, 134.0];[5200000, 3210000, 1490000];['Portu', 'Ángel Rodríguez', 'Enes Ünal'];[173.0];[3610000];['Pacheco'];[255.0, 184.0, 194.0, 153.0, 154.0, 133.0];[11420000, 6330000, 4200000, 3800000, 3420000, 1590000];['Parejo', 'Lo Celso', 'Campaña', 'Orellana', 'Saúl', 'Granero'];2214.0;51690000
92;[227.0, 179.0, 136.0, 117.0];[8360000, 3200000, 1670000, 1550000];['Piqué', 'Cote', 'Kiko Olivas', 'Aritz Elustondo'];[246.0, 106.0, 172.0];[8320000, 5040000, 3210000];['Ben Yedder', 'Enric Gallego', 'Ángel Rodríguez'];[167.0];[4720000];['Ter Stegen'];[163.0, 201.0, 137.0, 105.0, 127.0, 149.0];[5930000, 4620000, 2670000, 2380000, 1460000, 380000];['Modric', 'Jordan', 'Franco Vázquez', 'Januzaj', 'Rubén Pérez', 'Moi Gómez'];2232.0;53510000
93;[111.0, 179.0, 152.0, 166.0];[3330000, 3200000, 2550000, 2240000];['Giménez', 'Cote', 'Damián Suárez', 'Nacho Martínez'];[195.0, 104.0, 185.0];[6390000, 3010000, 2500000];['Maxi Gómez', 'Munir', 'Charles'];[196.0];[6480000];['Oblak'];[255.0, 149.0, 174.0, 140.0, 176.0, 133.0];[11420000, 3440000, 3360000, 3250000, 3210000, 1590000];['Parejo', 'Busquets', 'Vidal', 'Cucurella', 'Alcaraz', 'Granero'];2315.0;55970000
94;[166.0, 117.0, 122.0, 51.0];[2240000, 1550000, 1100000, 150000];['Nacho Martínez', 'Aritz Elustondo', 'Ximo Navarro', 'Luna'];[262.0, 246.0, 118.0];[11740000, 8320000, 1500000];['Luis Suárez', 'Ben Yedder', 'Bacca'];[196.0];[6480000];['Oblak'];[215.0, 195.0, 178.0, 136.0, 152.0, 69.0];[6860000, 5530000, 4790000, 3040000, 2650000, 550000];['Cazorla', 'Rakitic', 'Raúl García', 'Casemiro', 'Thomas', 'Vitolo'];2223.0;56500000
95;[227.0, 193.0, 153.0, 141.0];[8360000, 6390000, 2690000, 1450000];['Piqué', 'Jesús Navas', 'Cabrera', 'Araujo'];[244.0, 155.0, 57.0];[6560000, 1890000, 170000];['Jorge Molina', 'Roger', 'Guidetti'];[117.0];[1990000];['Rulli'];[184.0, 178.0, 162.0, 140.0, 151.0, 108.0];[6330000, 4790000, 4120000, 3250000, 1790000, 1300000];['Lo Celso', 'Raúl García', 'Muniain', 'Cucurella', 'Michel Herrero', 'Lobotka'];2210.0;51080000
96;[127.0, 115.0, 109.0, 104.0];[4020000, 3230000, 1280000, 290000];['Carvajal', 'Lenglet', 'Coke', 'Arbilla'];[263.0, 239.0, 140.0];[10710000, 9660000, 1190000];['Benzema', 'Borja Iglesias', 'Óscar Plano'];[157.0];[2560000];['Asenjo'];[215.0, 195.0, 178.0, 166.0, 117.0, 93.0];[6860000, 5530000, 4790000, 4720000, 2810000, 410000];['Cazorla', 'Rakitic', 'Raúl García', 'Koke', 'Banega', 'Fran Beltrán'];2218.0;58060000
97;[166.0, 143.0, 86.0, 62.0];[3040000, 1990000, 1160000, 150000];['Calero', 'Miramón', 'Naldo', 'Juncà'];[262.0, 263.0, 140.0];[11740000, 10710000, 1190000];['Luis Suárez', 'Benzema', 'Óscar Plano'];[167.0];[4720000];['Ter Stegen'];[255.0, 195.0, 173.0, 133.0, 125.0, 66.0];[11420000, 5530000, 3570000, 1660000, 1570000, 150000];['Parejo', 'Rakitic', 'Marc Roca', 'Escalante', 'Tomás Pina', 'Piatti'];2236.0;58600000
98;[174.0, 136.0, 87.0, 66.0];[2440000, 1670000, 390000, 150000];['Rubén Peña', 'Kiko Olivas', 'Ramis', 'Francis'];[428.0, 161.0, 73.0];[22790000, 3100000, 190000];['Messi', 'En-Nesyri', 'Kike García'];[148.0];[2200000];['Cuéllar'];[184.0, 178.0, 162.0, 150.0, 175.0, 151.0];[6330000, 4790000, 4120000, 3090000, 2590000, 1790000];['Lo Celso', 'Raúl García', 'Muniain', 'Bardhi', 'Joaquín', 'Michel Herrero'];2273.0;55640000
99;[174.0, 158.0, 112.0, 73.0];[2440000, 2340000, 1300000, 200000];['Rubén Peña', 'Mandi', 'Zaldua', 'Víctor Ruiz'];[244.0, 244.0, 185.0];[11150000, 6560000, 2500000];['Griezmann', 'Jorge Molina', 'Charles'];[117.0];[1990000];['Rulli'];[214.0, 184.0, 195.0, 178.0, 138.0, 107.0];[6630000, 6330000, 5530000, 4790000, 3590000, 2990000];['Canales', 'Lo Celso', 'Rakitic', 'Raúl García', 'Kroos', 'Arthur'];2323.0;58340000
100;[143.0, 125.0, 85.0, 68.0];[1990000, 1190000, 480000, 230000];['Miramón', 'Carriço', 'Javi López', 'Raúl Navas'];[428.0, 209.0, 166.0];[22790000, 7540000, 5200000];['Messi', 'Williams', 'Portu'];[157.0];[2560000];['Asenjo'];[184.0, 195.0, 100.0, 119.0, 149.0, 64.0];[6330000, 5530000, 3050000, 610000, 380000, 350000];['Lo Celso', 'Rakitic', 'Isco', 'Manu García', 'Moi Gómez', 'Sergio Álvarez Díaz'];2192.0;58230000
101;[114.0, 122.0, 113.0, 106.0];[2980000, 1100000, 920000, 390000];['Garay', 'Ximo Navarro', 'Jason', 'Dídac Vilà'];[262.0, 244.0, 246.0];[11740000, 11150000, 8320000];['Luis Suárez', 'Griezmann', 'Ben Yedder'];[128.0];[3030000];['Vaclík'];[138.0, 194.0, 171.0, 152.0, 125.0, 149.0];[5080000, 4200000, 3780000, 2650000, 2240000, 380000];['Chukwueze', 'Campaña', 'Darder', 'Thomas', 'William Carvalho', 'Moi Gómez'];2264.0;57960000
102;[169.0, 143.0, 150.0, 125.0];[4540000, 1990000, 1890000, 1190000];['Gayà', 'Miramón', 'Jonathan Silva', 'Carriço'];[246.0, 157.0, 172.0];[8320000, 3440000, 3210000];['Ben Yedder', 'Gerard Moreno', 'Ángel Rodríguez'];[173.0];[3610000];['Pacheco'];[255.0, 214.0, 166.0, 118.0, 109.0, 87.0];[11420000, 6630000, 4720000, 3000000, 1130000, 330000];['Parejo', 'Canales', 'Koke', 'Lemar', 'Toni Villa', 'Zurutuza'];2284.0;55420000
103;[169.0, 170.0, 174.0, 133.0];[4540000, 3330000, 2440000, 1480000];['Gayà', 'Laguardia', 'Rubén Peña', 'Maripán'];[239.0, 179.0, 185.0];[9660000, 4670000, 2500000];['Borja Iglesias', 'Ezequiel Ávila', 'Charles'];[178.0];[3580000];['David Soria'];[171.0, 174.0, 175.0, 118.0, 113.0, 104.0];[3780000, 3360000, 2590000, 2090000, 1270000, 990000];['Darder', 'Vidal', 'Joaquín', 'Pere Pons', 'Guardado', 'Lucas Vázquez'];2282.0;46280000
104;[158.0, 148.0, 113.0, 79.0];[2340000, 2240000, 920000, 500000];['Mandi', 'Yuri', 'Jason', 'Martín Aguirregabiria'];[428.0, 244.0, 172.0];[22790000, 11150000, 3110000];['Messi', 'Griezmann', 'Sergi Enrich'];[114.0];[4110000];['Courtois'];[140.0, 155.0, 125.0, 127.0, 72.0, 149.0];[3250000, 2790000, 2240000, 1460000, 1070000, 380000];['Cucurella', 'Maksimovic', 'William Carvalho', 'Rubén Pérez', 'Inui', 'Moi Gómez'];2224.0;58350000
